name,base,response,value,content
APTrans,Erp.BO.APAdjustmentSvc/APTrans,200,Yes,"{""Company"":""157803"",""TranType"":""Pay"",""HeadNum"":52689,""APTranNo"":74752,""InvoiceNum"":""51721-1"",""Posted"":true,""TranAmt"":1134.63,""DocTranAmt"":1134.63,""DiscAmt"":0,""DocDiscAmt"":0,""Description"":"""",""BankAcctID"":""CASH"",""CheckNum"":50000027,""TranDate"":""2021-05-18T00:00:00-05:00"",""FiscalYear"":2021,""FiscalPeriod"":5,""GLPosted"":false,""Voided"":false,""EntryPerson"":""CBlair"",""VendorNum"":5,""Comment"":"""",""TaxRegionCode"":"""",""TaxAmt"":0,""DocTaxAmt"":0,""RefType"":"""",""RefCode"":"""",""RefCodeDesc"":"""",""RoundDiff"":0,""Rpt1DiscAmt"":0,""Rpt2DiscAmt"":0,""Rpt3DiscAmt"":0,""Rpt1TaxAmt"":0,""Rpt2TaxAmt"":0,""Rpt3TaxAmt"":0,""Rpt1TranAmt"":0,""Rpt2TranAmt"":0,""Rpt3TranAmt"":0,""FiscalYearSuffix"":"""",""FiscalCalendarID"":""FINANCIAL"",""GetDfltTaxIds"":true,""LegalNumber"":"""",""WithholdAmt"":0,""DocWithholdAmt"":0,""Rpt1WithholdAmt"":0,""Rpt2WithholdAmt"":0,""Rpt3WithholdAmt"":0,""SelfAssessAmt"":0,""DocSelfAssessAmt"":0,""Rpt1SelfAssessAmt"":0,""Rpt2SelfAssessAmt"":0,""Rpt3SelfAssessAmt"":0,""RedStorno"":false,""PrePayment"":false,""ContractRef"":"""",""ContractRefDate"":null,""RefPONum"":0,""TaxReceiptDate"":null,""TaxReceiptNo"":"""",""WHTCertificateDate"":null,""WHTCertificateNo"":"""",""PCashDeskID"":"""",""GainLossType"":"""",""PCashRefNum"":0,""ReverseGL"":false,""RevalueDate"":null,""RevalueBal"":0,""DocRevalueBal"":0,""Rpt1RevalueBal"":0,""Rpt2RevalueBal"":0,""Rpt3RevalueBal"":0,""BankID"":"""",""BankPaidAmt"":0,""DocBankPaidAmt"":0,""Rpt1BankPaidAmt"":0,""Rpt2BankPaidAmt"":0,""Rpt3BankPaidAmt"":0,""AdjLegalNumber"":"""",""AdjTranDocTypeID"":"""",""TranDocTypeID"":"""",""MainSite"":false,""SiteCode"":"""",""BranchID"":"""",""InvoiceDate"":""2021-05-17T00:00:00-05:00"",""Remarks"":"""",""AssetTypeCode"":"""",""Cash"":false,""CreditCard"":false,""Normal"":false,""CardID"":"""",""CardHolderTaxID"":"""",""CardMemberName"":"""",""Excluded"":false,""Deferred"":false,""NonDeductAmt"":0,""NonDeductDocAmt"":0,""NonDeductRpt1Amt"":0,""NonDeductRpt2Amt"":0,""NonDeductRpt3Amt"":0,""PaymentNumber"":"""",""SysRevID"":77652894,""SysRowID"":""2dbbdb27-5c34-41a9-91df-1b15c4db5b7c"",""UrgentPayment"":false,""InvoiceRef"":"""",""RateGrpCode"":""MAIN"",""CNCFICode"":"""",""Gen1099Date"":null,""NOTranReason"":"""",""PEIsDetractionPayment"":false,""Code1099ID"":"""",""FormTypeID"":"""",""ChangedBy"":""CBlair"",""ChangeDate"":""2021-05-28T09:58:16.863-05:00"",""DocWhManAddAmt"":0,""WhManAddAmt"":0,""Rpt1WhManAddAmt"":0,""Rpt2WhManAddAmt"":0,""Rpt3WhManAddAmt"":0,""BaseAdjustAmt"":0,""BaseCurrSymbol"":"""",""BaseCurrSymbolCurrDesc"":""USD"",""BaseCurrSymbolCurrName"":""USD"",""BaseCurrSymbolCurrSymbol"":"""",""BaseCurrSymbolDocumentDesc"":"""",""BaseSelfAssessedTax"":0,""ChangeExchangeRateResponse"":"""",""CNCFICodeDescription"":"""",""CopyRate"":false,""CorrectionInv"":false,""CPayLinked"":false,""CurrencyCode"":""USD"",""CurrencyGainLoss"":0,""CurrencySwitch"":true,""CurrSymbol"":"""",""CurrSymbolCurrDesc"":""USD"",""CurrSymbolCurrName"":""USD"",""CurrSymbolCurrSymbol"":"""",""CurrSymbolDocumentDesc"":"""",""DebitMemo"":false,""DisableFieldsForPCashDoc"":false,""DiscountAvailable"":false,""DiscountDate"":null,""DispGLAcct"":"""",""DispTranAmt"":-1134.63,""DocBaseSelfAssessedTax"":0,""DocDispTranAmt"":-1134.63,""DocExpenseAmount"":0,""DocGainLossAmt"":0,""DocInvoiceAmt"":1134.63,""DocInvoiceBal"":0,""DocNetAmount"":0,""DocNewBalance"":0,""DocSelfAssessedTax"":0,""DocUnPostedBal"":0,""DocWithHoldTax"":0,""DsblCopyRate"":false,""DueDate"":null,""ExchangeRate"":1,""ExpenseAmount"":0,""FullyPaid"":false,""GainLossAmt"":0,""GlbCompany"":"""",""GroupID"":"""",""InitUrgentPayment"":false,""InvExchangeRate"":1,""InvoiceAmt"":1134.63,""InvoiceBal"":0,""isDiscountforDebitM"":false,""LegalNumMessage"":"""",""LegalNumStyle"":"""",""LockRate"":false,""MiscPayment"":false,""NetAmount"":0,""NewBalance"":0,""PaymentDesc"":"""",""PostErrMess"":"""",""PostToGL"":false,""Print1099"":false,""RateGroupDescription"":""Main Rate Type"",""RefCodeEnabled"":false,""RefCodeList"":"""",""RefCodeStatus"":"""",""Rpt1DispTranAmt"":0,""Rpt1GainLossAmt"":0,""Rpt1InvoiceAmt"":0,""Rpt1InvoiceBal"":0,""Rpt1NewBalance"":0,""Rpt2DispTranAmt"":0,""Rpt2GainLossAmt"":0,""Rpt2InvoiceAmt"":0,""Rpt2InvoiceBal"":0,""Rpt2NewBalance"":0,""Rpt3DispTranAmt"":0,""Rpt3GainLossAmt"":0,""Rpt3InvoiceAmt"":0,""Rpt3InvoiceBal"":0,""Rpt3NewBalance"":0,""SelfAssessedTax"":0,""TaxableTransaction"":false,""TaxLinesExist"":false,""TermsCode"":"""",""TermsCodeDescription"":"""",""UnPostedBal"":0,""WithHoldTax"":0,""XRateLabel"":"""",""AmtToAP"":0,""ApplyDate"":null,""InvoiceLegalNumber"":"""",""PLInvoiceReference"":"""",""isPrecalcTax"":false,""PrepayApld"":false,""ManualTaxAdj"":false,""BitFlag"":0,""BankAcctIDBankName"":""Citibank"",""BankAcctIDDescription"":""Citibank"",""Code1099Description"":"""",""FormTypeDescription"":"""",""InvoiceNumDescription"":"""",""TaxRegionCodeDescription"":"""",""VendorNumState"":""TX"",""VendorNumCity"":""Kingwood"",""VendorNumAddress3"":"""",""VendorNumAddress2"":"""",""VendorNumCurrencyCode"":""USD"",""VendorNumZIP"":""77345"",""VendorNumTermsCode"":""DOR"",""VendorNumName"":""Abby Nerad"",""VendorNumDefaultFOB"":"""",""VendorNumCountry"":"""",""VendorNumAddress1"":""5403 Sycamore Creek Drive"",""VendorNumVendorID"":""V0004"",""RowMod"":""""}"
APTranTGLCs,Erp.BO.APAdjustmentSvc/APTranTGLCs,200,Yes,"{""Company"":""157803"",""RelatedToFile"":""APTran"",""Key1"":""52689"",""Key2"":""74752"",""Key3"":""51721-1"",""Key4"":""False"",""Key5"":"""",""Key6"":"""",""TGLCTranNum"":0,""GLAcctContext"":""Payables"",""BookID"":""MAIN"",""COACode"":""MAIN"",""GLAccount"":""20100|10|000"",""UserCanModify"":true,""SegValue1"":""20100"",""SegValue2"":""10"",""SegValue3"":""000"",""SegValue4"":"""",""SegValue5"":"""",""SegValue6"":"""",""SegValue7"":"""",""SegValue8"":"""",""SegValue9"":"""",""SegValue10"":"""",""SegValue11"":"""",""SegValue12"":"""",""SegValue13"":"""",""SegValue14"":"""",""SegValue15"":"""",""SegValue16"":"""",""SegValue17"":"""",""SegValue18"":"""",""SegValue19"":"""",""SegValue20"":"""",""SysGLControlType"":""AP Transactions"",""SysGLControlCode"":""142550748"",""ExtCompanyID"":"""",""IsExternalCompany"":false,""FiscalYear"":2021,""JournalCode"":""CD"",""JournalNum"":43,""JournalLine"":2,""TranDate"":""2021-05-18T00:00:00-05:00"",""TranSource"":"""",""LaborHedSeq"":0,""LaborDtlSeq"":0,""SysDate"":null,""SysTime"":0,""TranNum"":0,""ARInvoiceNum"":0,""TransAmt"":0,""InvoiceLine"":0,""SeqNum"":0,""VendorNum"":0,""APInvoiceNum"":"""",""CreateDate"":""2021-05-28T00:00:00-05:00"",""FiscalYearSuffix"":"""",""FiscalCalendarID"":""FINANCIAL"",""CreditAmount"":0,""DebitAmount"":1134.63,""BookCreditAmount"":0,""BookDebitAmount"":1134.63,""CurrencyCode"":""USD"",""RecordType"":""R"",""CorrAccUID"":364097,""ABTUID"":""7156fc6a-c37b-4f7b-b705-ec00b57cecc1"",""RuleUID"":219164,""Statistical"":0,""StatUOMCode"":"""",""DebitStatAmt"":0,""CreditStatAmt"":0,""IsModifiedByUser"":false,""SysRevID"":77652904,""SysRowID"":""617b3499-d13e-4e7c-b28c-b0785e30cc3d"",""MovementNum"":0,""MovementType"":"""",""Plant"":"""",""GroupID"":"""",""HeadNum"":52689,""InvoiceNum"":""51721-1"",""Voided"":false,""APTranNo"":74752,""BitFlag"":0,""COADescription"":""LUTRONIC, INC. Main Chart"",""GLAccountAccountDesc"":""AP Trade-LA-MAIN"",""GLAccountGLAcctDisp"":""20100-10-000"",""GLAccountGLShortAcct"":""20100-10-000"",""GLBookCurrencyCode"":""USD"",""GLBookDescription"":""Main Book"",""RowMod"":""""}"
LegalNumGenOpts,Erp.BO.APAdjustmentSvc/LegalNumGenOpts,Request failed with status code 500,,
List,Erp.BO.APAdjustmentSvc/List,200,Yes,"{""Company"":""157803"",""OpenPayable"":false,""VendorNum"":2,""InvoiceNum"":""63122"",""DebitMemo"":false,""InvoiceDate"":""2022-06-27T00:00:00-05:00"",""DueDate"":""2022-07-27T00:00:00-05:00"",""Posted"":true,""InvoiceAmt"":10000,""DocInvoiceAmt"":10000,""InvoiceBal"":0,""DocInvoiceBal"":0,""UnpostedBal"":0,""DocUnpostedBal"":0,""InvoiceHeld"":false,""Description"":"""",""CurrencyCode"":""USD"",""ExchangeRate"":1,""LegalNumber"":"""",""Rpt1InvoiceAmt"":0,""Rpt2InvoiceAmt"":0,""Rpt3InvoiceAmt"":0,""Rpt1InvoiceBal"":0,""Rpt2InvoiceBal"":0,""Rpt3InvoiceBal"":0,""ApplyDate"":""2022-07-14T00:00:00-05:00"",""SysRowID"":""7df734e0-dd34-4d34-ad23-a59b3a46e30a"",""CurrencySwitch"":true,""BaseCurrSymbol"":"""",""IsLcked"":false,""RvnJrnUID"":0,""LockStatus"":"""",""BaseCurrencyID"":""USD"",""CurrencyCurrencyID"":""USD"",""CurrencyDocumentDesc"":"""",""CurrencyCurrName"":""USD"",""CurrencyCurrDesc"":""USD"",""CurrencyCurrSymbol"":"""",""VendorNumCurrencyCode"":""USD"",""VendorNumZIP"":""75252"",""VendorNumState"":""TX"",""VendorNumAddress1"":""17624 Windflower Way"",""VendorNumCity"":""Dallas"",""VendorNumDefaultFOB"":"""",""VendorNumTermsCode"":""N30"",""VendorNumAddress2"":"""",""VendorNumCountry"":""USA"",""VendorNumName"":""3D Executive Search Partners"",""VendorNumVendorID"":""V0001"",""VendorNumAddress3"":"""",""RowMod"":""""}"
APAlcHeds,Erp.BO.APAlcHedSvc/APAlcHeds,200,No,
APAlcDtls,Erp.BO.APAlcHedSvc/APAlcDtls,200,No,
APAlcDtlTGLCs,Erp.BO.APAlcHedSvc/APAlcDtlTGLCs,200,No,
List,Erp.BO.APAlcHedSvc/List,200,No,
APBankFileImports,Erp.BO.APBankFileImportSvc/APBankFileImports,200,No,
APChkGrpImportAttches,Erp.BO.APBankFileImportSvc/APChkGrpImportAttches,200,No,
CheckHedImports,Erp.BO.APBankFileImportSvc/CheckHedImports,200,No,
APTranImports,Erp.BO.APBankFileImportSvc/APTranImports,200,No,
APPmtMatches,Erp.BO.APBankFileImportSvc/APPmtMatches,Request failed with status code 500,,
CheckHedMatcheds,Erp.BO.APBankFileImportSvc/CheckHedMatcheds,Request failed with status code 500,,
List,Erp.BO.APBankFileImportSvc/List,200,No,
APChkGrps,Erp.BO.APChkGrpSvc/APChkGrps,200,Yes,"{""Company"":""157803"",""GroupID"":""CASH1"",""CreatedBy"":""KCourtemanche"",""ActiveUserID"":"""",""BankAcctID"":""CASH"",""CheckDate"":""2021-12-31T00:00:00-06:00"",""CurrencyCode"":""USD"",""Cashbook"":true,""PostErrorLog"":"""",""PostInProcess"":false,""RateGrpCode"":"""",""PMUID"":0,""PromissoryNote"":false,""EIPaymSent"":false,""GrpCreationVia"":"""",""AutoGenerated"":false,""SysRevID"":88368023,""SysRowID"":""68721303-cf95-41ff-ac12-12648ec40bfd"",""CHOrderNum"":0,""NOPaymentList"":false,""BankBatchSysRowID"":""00000000-0000-0000-0000-000000000000"",""Plant"":"""",""CentralizedPayment"":false,""APInterfaced"":true,""BankCurrencyCode"":""USD"",""BankTotalAmountToAP"":0,""BankTotalCheckAmt"":0,""BankTotalDiscAmt"":0,""BankTotalMiscCheckAmt"":0,""BankTotalWithholdTax"":0,""BaseCurrencyID"":"""",""BaseCurrSymbol"":"""",""CurrencyList"":"""",""DispCurrencyCode"":"""",""DocBankTotalCheckAmt"":0,""DspBankBatchID"":"""",""EFTAllowZeroNet"":true,""EFTDebitMemoDueDate"":null,""EFTDebitMemoHandlingCode"":"""",""EIGrouping"":false,""EnableCurrency"":true,""FromImportPmt"":false,""NOTelepayPayment"":false,""NOTelepayReply"":false,""PymtProposal"":false,""Rpt1BankTotalCheckAmt"":0,""Rpt1TotalCheckAmt"":0,""Rpt1TotalDiscAmt"":0,""Rpt1TotalMiscCheckAmt"":0,""Rpt1TotalWithHoldTax"":0,""Rpt2BankTotalCheckAmt"":0,""Rpt2TotalCheckAmt"":0,""Rpt2TotalDiscAmt"":0,""Rpt2TotalMiscCheckAmt"":0,""Rpt2TotalWithHoldTax"":0,""Rpt3BankTotalCheckAmt"":0,""Rpt3TotalCheckAmt"":0,""Rpt3TotalDiscAmt"":0,""Rpt3TotalMiscCheckAmt"":0,""Rpt3TotalWithHoldTax"":0,""SEEFTPO3Payment"":false,""TotalAmountToAP"":0,""TotalCheckAmt"":0,""TotalDiscAmt"":0,""TotalDocAmountToAP"":0,""TotalDocCheckAmt"":0,""TotalDocDiscAmt"":0,""TotalDocMiscCheckAmt"":0,""TotalDocWithHoldTax"":0,""TotalMiscCheckAmt"":0,""TotalWithHoldTax"":0,""UIGrouping"":false,""BankAcctIDEnabled"":true,""BankCurrDesc"":""USD"",""APPaymentUseBankAvg"":false,""BitFlag"":0,""BankAcctIDDescription"":""Citibank"",""BankAcctIDBankName"":""Citibank"",""BaseCurrSymbolCurrSymbol"":"""",""BaseCurrSymbolCurrencyID"":""USD"",""BaseCurrSymbolDocumentDesc"":"""",""BaseCurrSymbolCurrDesc"":""USD"",""BaseCurrSymbolCurrName"":""USD"",""CurrencyCodeCurrSymbol"":"""",""CurrencyCodeCurrDesc"":""USD"",""CurrencyCodeDocumentDesc"":"""",""CurrencyCodeCurrencyID"":""USD"",""CurrencyCodeCurrName"":""USD"",""PayMethodOnlyBankCurr"":false,""PayMethodName"":"""",""PayMethodSummarizePerCustomer"":false,""PayMethodType"":0,""RateGrpDescription"":"""",""XbSystSiteIsLegalEntity"":false,""RowMod"":""""}"
APChkGrpAttches,Erp.BO.APChkGrpSvc/APChkGrpAttches,200,No,
List,Erp.BO.APChkGrpSvc/List,200,Yes,"{""Company"":""157803"",""GroupID"":""CASH1"",""CreatedBy"":""KCourtemanche"",""ActiveUserID"":"""",""BankAcctID"":""CASH"",""CheckDate"":""2021-12-31T00:00:00-06:00"",""CurrencyCode"":""USD"",""Cashbook"":true,""PostErrorLog"":"""",""PostInProcess"":false,""RateGrpCode"":"""",""PMUID"":0,""PromissoryNote"":false,""EIPaymSent"":false,""GrpCreationVia"":"""",""SysRevID"":88368023,""SysRowID"":""68721303-cf95-41ff-ac12-12648ec40bfd"",""APInterfaced"":false,""TotalCheckAmt"":0,""TotalDocCheckAmt"":0,""TotalMiscCheckAmt"":0,""TotalAmountToAP"":0,""TotalDiscAmt"":0,""TotalDocDiscAmt"":0,""BaseCurrSymbol"":"""",""TotalDocMiscCheckAmt"":0,""BankAcctIDEnabled"":false,""Rpt1TotalCheckAmt"":0,""Rpt2TotalCheckAmt"":0,""Rpt3TotalCheckAmt"":0,""Rpt1TotalDiscAmt"":0,""Rpt2TotalDiscAmt"":0,""Rpt3TotalDiscAmt"":0,""Rpt1TotalMiscCheckAmt"":0,""Rpt2TotalMiscCheckAmt"":0,""Rpt3TotalMiscCheckAmt"":0,""TotalWithHoldTax"":0,""TotalDocWithHoldTax"":0,""Rpt1TotalWithHoldTax"":0,""Rpt3TotalWithHoldTax"":0,""Rpt2TotalWithHoldTax"":0,""EnableCurrency"":true,""BaseCurrencyID"":"""",""DispCurrencyCode"":"""",""PymtProposal"":false,""BankTotalCheckAmt"":0,""BankTotalMiscCheckAmt"":0,""BankCurrencyCode"":"""",""BankTotalDiscAmt"":0,""BankTotalWithholdTax"":0,""BankTotalAmountToAP"":0,""TotalDocAmountToAP"":0,""BankCurrDesc"":"""",""CurrencyList"":"""",""FromImportPmt"":false,""BankAcctIDBankName"":""Citibank"",""BankAcctIDDescription"":""Citibank"",""BaseCurrSymbolDocumentDesc"":"""",""BaseCurrSymbolCurrencyID"":"""",""BaseCurrSymbolCurrName"":"""",""BaseCurrSymbolCurrDesc"":"""",""BaseCurrSymbolCurrSymbol"":"""",""CurrencyCodeCurrDesc"":""USD"",""CurrencyCodeCurrSymbol"":"""",""CurrencyCodeCurrencyID"":"""",""CurrencyCodeDocumentDesc"":"""",""CurrencyCodeCurrName"":""USD"",""PayMethodOnlyBankCurr"":false,""PayMethodName"":"""",""PayMethodSummarizePerCustomer"":false,""PayMethodType"":0,""RateGrpDescription"":"""",""RowMod"":""""}"
